        # step       J       T       B             H             M           chi
        227000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        227100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        227200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        227300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        227400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        227500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        227600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        227700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        227800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        227900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        228000     1.0     1.0     2.0   -142.000000      0.960000      0.078400
        228100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        228200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        228300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        228400     1.0     1.0     2.0   -142.000000      0.960000      0.078400
        228500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        228600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        228700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        228800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        228900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        229000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        229100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        229200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        229300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        229400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        229500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        229600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        229700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        229800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        229900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        230000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        230100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        230200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        230300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        230400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        230500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        230600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        230700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        230800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        230900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        231000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        231100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        231200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        231300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        231400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        231500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        231600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        231700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        231800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        231900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        232000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        232100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        232200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        232300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        232400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        232500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        232600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        232700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        232800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        232900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        233000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        233100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        233200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        233300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        233400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        233500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        233600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        233700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        233800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        233900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        234000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        234100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        234200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        234300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        234400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        234500     1.0     1.0     2.0   -142.000000      0.960000      0.078400
        234600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        234700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        234800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        234900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        235000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        235100     1.0     1.0     2.0   -142.000000      0.960000      0.078400
        235200     1.0     1.0     2.0   -142.000000      0.960000      0.078400
        235300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        235400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        235500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        235600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        235700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        235800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        235900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        236000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        236100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        236200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        236300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        236400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        236500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        236600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        236700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        236800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        236900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        237000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        237100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        237200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        237300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        237400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        237500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        237600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        237700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        237800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        237900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        238000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        238100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        238200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        238300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        238400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        238500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        238600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        238700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        238800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        238900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
